"ROW_NR","UNITS","CBSA_NAME","SITE_LATITUDE","SITE_LONGITUDE","COUNTY","Daily.Mean.PM2.5.Concentration","STATE","Date"
"261","ug/m3 LC","San Francisco-Oakland-Hayward","37.687526","-121.784217","Alameda","5.1","California","2016-09-24"
"562","ug/m3 LC","San Francisco-Oakland-Hayward","37.743065","-122.169935","Alameda","6.2","California","2016-09-24"
"837","ug/m3 LC","San Francisco-Oakland-Hayward","37.814781","-122.282347","Alameda","9.9","California","2016-09-24"
"1133","ug/m3 LC","San Francisco-Oakland-Hayward","37.793624","-122.263376","Alameda","7.4","California","2016-09-24"
"1247","ug/m3 LC","San Francisco-Oakland-Hayward","37.8647670009","-122.302741","Alameda","4.6","California","2016-09-24"
"2181","ug/m3 LC","No Data","39.0212210009","-122.281803","Colusa","3.5","California","2016-09-24"
"2877","ug/m3 LC","San Francisco-Oakland-Hayward","37.9604","-122.356811","Contra Costa","8.2","California","2016-09-24"
"3604","ug/m3 LC","Fresno","36.9851185574","-119.6583393499","Fresno","7.9","California","2016-09-24"
"5154","ug/m3 LC","El Centro","32.676186139","-115.4841439523","Imperial","6.2","California","2016-09-24"
"5291","ug/m3 LC","El Centro","32.97833","-115.53917","Imperial","5.6","California","2016-09-24"
"5383","ug/m3 LC","El Centro","32.79222","-115.56306","Imperial","4.4","California","2016-09-24"
"5653","ug/m3 LC","Bishop","37.360684","-118.330783","Inyo","0.1","California","2016-09-24"
"5742","ug/m3 LC","Bishop","36.487823","-117.871036","Inyo","2","California","2016-09-24"
"6010","ug/m3 LC","Bishop","36.487823","-117.871036","Inyo","3.2","California","2016-09-24"
"6350","ug/m3 LC","Bakersfield","35.0505513495","-118.147293621","Kern","6","California","2016-09-24"
"6854","ug/m3 LC","Bakersfield","35.3560923335","-119.0412094723","Kern","10.2","California","2016-09-24"
"7206","ug/m3 LC","Bakersfield","34.841567","-118.860588","Kern","3","California","2016-09-24"
"7637","ug/m3 LC","Los Angeles-Long Beach-Anaheim","34.1365","-117.92391","Los Angeles","6.9","California","2016-09-24"
"8078","ug/m3 LC","Los Angeles-Long Beach-Anaheim","34.0665900009","-118.22688","Los Angeles","11.7","California","2016-09-24"
"8376","ug/m3 LC","Los Angeles-Long Beach-Anaheim","34.19925","-118.53276","Los Angeles","6.8","California","2016-09-24"
"8643","ug/m3 LC","Los Angeles-Long Beach-Anaheim","33.9013890009","-118.205","Los Angeles","13.2","California","2016-09-24"
"8735","ug/m3 LC","Los Angeles-Long Beach-Anaheim","34.0119400009","-118.06995","Los Angeles","10.7","California","2016-09-24"
"8824","ug/m3 LC","Los Angeles-Long Beach-Anaheim","34.1326","-118.1272","Los Angeles","8.3","California","2016-09-24"
"9086","ug/m3 LC","Los Angeles-Long Beach-Anaheim","33.82376","-118.18921","Los Angeles","13.4","California","2016-09-24"
"9346","ug/m3 LC","Los Angeles-Long Beach-Anaheim","33.79236","-118.17533","Los Angeles","11.8","California","2016-09-24"
"9778","ug/m3 LC","Los Angeles-Long Beach-Anaheim","33.859444","-118.200278","Los Angeles","14.3","California","2016-09-24"
"10630","ug/m3 LC","San Francisco-Oakland-Hayward","37.97231","-122.520004","Marin","6.2","California","2016-09-24"
"11196","ug/m3 LC","Merced","37.281598109","-120.4349916881","Merced","12.3","California","2016-09-24"
"11817","ug/m3 LC","Salinas","36.2092860009","-121.126371","Monterey","4.5","California","2016-09-24"
"12100","ug/m3 LC","Salinas","36.6967601141","-121.6371823446","Monterey","4.7","California","2016-09-24"
"12356","ug/m3 LC","Napa","38.310942","-122.296189","Napa","7.2","California","2016-09-24"
"12772","ug/m3 LC","Los Angeles-Long Beach-Anaheim","33.83062","-117.93845","Orange","12.8","California","2016-09-24"
"13027","ug/m3 LC","Los Angeles-Long Beach-Anaheim","33.63003","-117.67593","Orange","7.8","California","2016-09-24"
"13297","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.935577909","-121.100647797","Placer","2.7","California","2016-09-24"
"14143","ug/m3 LC","Riverside-San Bernardino-Ontario","33.4478670009","-117.088649","Riverside","9.7","California","2016-09-24"
"14770","ug/m3 LC","Riverside-San Bernardino-Ontario","33.9447129","-116.830074","Riverside","5.9","California","2016-09-24"
"14966","ug/m3 LC","Riverside-San Bernardino-Ontario","33.70853","-116.21537","Riverside","3.6","California","2016-09-24"
"15054","ug/m3 LC","Riverside-San Bernardino-Ontario","33.85275","-116.54101","Riverside","3.1","California","2016-09-24"
"15318","ug/m3 LC","Riverside-San Bernardino-Ontario","33.9995800009","-117.41601","Riverside","12.2","California","2016-09-24"
"15894","ug/m3 LC","Riverside-San Bernardino-Ontario","33.995638","-117.493304","Riverside","12.8","California","2016-09-24"
"16791","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.6137790009","-121.368014","Sacramento","9.6","California","2016-09-24"
