UNITS,CBSA_NAME,SITE_LATITUDE,SITE_LONGITUDE,COUNTY,Daily Mean PM2.5 Concentration,STATE,Date
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,3.3,California,02/05/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,2.7,California,02/06/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,3.1,California,02/07/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,2.6,California,02/08/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,6,California,02/09/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,7.1,California,02/10/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,10,California,02/11/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,12.8,California,02/12/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,14.4,California,02/13/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,5.7,California,02/14/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,3.9,California,02/15/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,5.9,California,02/16/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,11.1,California,02/17/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,8.7,California,02/18/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,10,California,02/19/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,12,California,02/20/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,11.3,California,02/21/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,4.1,California,02/22/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,5.3,California,02/23/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,2.6,California,02/24/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,6.5,California,02/25/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,10.3,California,02/26/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,18.9,California,02/27/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,24,California,02/28/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,19.3,California,02/29/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,24.2,California,03/01/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,28.5,California,03/02/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,24.9,California,03/03/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,27.5,California,03/04/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,17.7,California,03/05/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,10.9,California,03/06/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,7.9,California,03/07/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,7.6,California,03/08/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,12.2,California,03/09/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,11.7,California,03/10/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,10.7,California,03/11/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,11.9,California,03/12/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,13.4,California,03/13/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,9.7,California,03/14/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,13.3,California,03/15/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,12.9,California,03/16/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,15.5,California,03/17/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,24.9,California,03/18/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,33,California,03/19/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,28.2,California,03/20/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,20.5,California,03/21/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,8.6,California,03/22/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,5.8,California,03/23/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,8.4,California,03/24/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,11.6,California,03/25/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,23.6,California,03/26/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,26,California,03/27/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,14.7,California,03/28/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,10.8,California,03/29/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,12.6,California,03/30/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,11.2,California,03/31/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,18.2,California,04/01/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,18,California,04/02/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,10.5,California,04/03/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,9.8,California,04/04/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,12.6,California,04/05/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,15.3,California,04/06/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,19.8,California,04/07/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,16.8,California,04/08/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,13.6,California,04/09/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,11.7,California,04/10/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,13.6,California,04/11/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,13.5,California,04/12/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,15.7,California,04/13/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,14.9,California,04/14/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,7.1,California,04/15/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,4.7,California,04/16/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,7.2,California,04/17/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,10.3,California,04/18/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,9.4,California,04/19/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,6.4,California,04/20/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,6.5,California,04/21/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,10,California,04/22/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,7.6,California,04/23/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,10.1,California,04/24/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,12.4,California,04/25/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,11.8,California,04/26/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,13.4,California,04/27/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,10.3,California,04/28/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,15.3,California,04/29/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,13.8,California,04/30/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,18.1,California,05/01/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,19.3,California,05/02/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,16.7,California,05/03/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,18.7,California,05/04/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,9.2,California,05/05/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,8.4,California,05/06/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,8.1,California,05/07/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,8.1,California,05/08/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,11.7,California,05/09/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,15.6,California,05/10/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,18.8,California,05/11/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,16.9,California,05/12/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,22.9,California,05/13/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,21.5,California,05/14/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,12.8,California,05/15/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,16.1,California,05/16/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,14.7,California,05/17/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,17.8,California,05/18/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,22.4,California,05/19/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,13.3,California,05/20/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,8.4,California,05/21/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,9.7,California,05/22/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,9.7,California,05/23/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,11.2,California,05/24/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,9.2,California,05/25/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,13,California,05/26/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,15,California,05/27/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,22.9,California,05/28/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,14.5,California,05/29/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,14.4,California,05/30/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,20.4,California,05/31/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,26.7,California,06/01/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,24.2,California,06/02/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,21.9,California,06/03/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,23.1,California,06/04/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,18.1,California,06/05/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,20,California,06/06/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,20.3,California,06/07/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,23.7,California,06/08/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,25.6,California,06/09/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,21.7,California,06/10/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,11.1,California,06/11/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,9.5,California,06/12/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,10.5,California,06/13/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,31.7,California,06/14/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,17.4,California,06/15/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,23,California,06/16/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,35,California,06/17/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,18.2,California,06/18/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,12.8,California,06/19/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,15.2,California,06/20/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,25.8,California,06/21/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,19.4,California,06/22/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,28,California,06/23/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,27.2,California,06/24/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,30.5,California,06/25/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,26.2,California,06/26/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,27.9,California,06/27/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.19925,-118.53276,Los Angeles,30.1,California,06/30/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,28,California,01/01/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,13.2,California,01/04/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,14.7,California,01/13/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,19.5,California,01/16/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,7.7,California,01/19/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,10.5,California,01/25/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,17,California,01/28/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,2.7,California,01/31/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,7,California,02/03/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,13.1,California,02/06/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,7,California,02/09/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,24.2,California,02/12/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,17.3,California,02/15/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,4.2,California,02/18/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,18.1,California,02/21/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,5.4,California,02/24/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,14,California,02/27/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,26.3,California,03/01/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,11.5,California,03/04/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,4.7,California,03/07/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,14.6,California,03/10/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,6.5,California,03/13/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,11.5,California,03/16/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,17.7,California,03/19/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,6.2,California,03/22/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,9,California,03/25/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,7.7,California,03/28/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,7.7,California,03/31/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,9.1,California,04/03/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,8.9,California,04/06/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,5.5,California,04/09/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,5.1,California,04/12/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,7.8,California,04/15/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,9.6,California,04/18/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,5.6,California,04/21/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,8.1,California,04/24/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,9.3,California,04/27/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,8.8,California,04/30/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,13.5,California,05/03/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,5.1,California,05/06/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,3.1,California,05/09/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,9,California,05/12/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,5.1,California,05/15/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,8.8,California,05/18/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,3.9,California,05/21/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,3.6,California,05/24/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,9,California,05/27/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,8.5,California,05/30/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,15.7,California,06/02/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,5.7,California,06/05/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,8.8,California,06/08/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,3,California,06/11/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,4.1,California,06/14/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,17.3,California,06/17/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,14.7,California,06/20/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,10.9,California,06/23/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,14.7,California,06/26/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,14.4,California,06/29/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,7.7,California,07/02/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,8.5,California,07/05/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,7.7,California,07/08/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,10.2,California,07/11/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,13.3,California,07/14/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,9.7,California,07/17/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,9.7,California,07/20/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,12.7,California,07/23/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,10.3,California,07/26/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,10,California,07/29/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,8.7,California,08/01/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,9.5,California,08/04/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,13.3,California,08/07/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,10.4,California,08/10/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,7.2,California,08/13/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,8.9,California,08/16/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,7.6,California,08/19/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,9.9,California,08/22/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,9.9,California,08/25/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,8.9,California,08/28/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,12.5,California,08/31/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,7.8,California,09/03/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,11.4,California,09/06/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,8.5,California,09/15/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,15.2,California,09/18/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,9.2,California,09/21/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,13.2,California,09/24/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,9,California,09/27/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,33.9013890009,-118.205,Los Angeles,8.4,California,09/30/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.0119400009,-118.06995,Los Angeles,17.6,California,01/01/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.0119400009,-118.06995,Los Angeles,14.3,California,01/04/2016
ug/m3 LC,Los Angeles-Long Beach-Anaheim,34.0119400009,-118.06995,Los Angeles,5.2,California,01/07/2016
